pointlayername,header,topic,map,country,title,story,lat,lon,locationname
PrecursorChemicalSouceCountries_2014_Key,,Securing Peace,Transnational Crime->Drug Control,El Salvador,International Law Enforcement Academy,"International Law Enforcement Academies (ILEA) San Salvador opened in 2005. ILEA San Salvador delivers four core programs annually and also offers specialized courses on regional threats as well as specialized courses for police, prosecutors, and judicial officials. ILEA San Salvador courses concentrate on anti-gangs, human rights, illegal trafficking in drugs, alien smuggling, terrorist financing and financial crimes. ILEA San Salvador also supports an associate Regional Training Center (RTC) located in Lima, Peru. The RTC augments the delivery of region specific training for countries in the Southern Cone and Andean Regions. ILEA San Salvador trained approximately 1540 students in 2013.",13.69294,-89.218191,"San Salvador, El Salvador"
MoneyLaundering-2014_Key,,Securing Peace,Transnational Crime->Money Laundering,Columbia,"Treasury Designates a Medell�n, Colombia-based Drug Money Laundering Network","The U.S. Department of the Treasury today designated drug launderer Pedro Claver Mejia Salazar (Mejia Salazar) and his narcotics money laundering network based in Medell�n, Colombia pursuant to the Foreign Narcotics Kingpin Designation Act (Kingpin Act).  Mejia Salazar, often acting under the authority and direction of Fredy Colas, primarily launders narcotics proceeds on behalf of La Oficina de Envigado.  As part of his global drug money laundering operations, Mejia Salazar and his network work closely with Lebanese-Colombian drug money launderer Ayman Saied Joumaa, also a Specially Designated Narcotics Trafficker.",4.570868,-74.297333,
NNPTSigned_2014_Key,,Securing Peace,Nuclear Non-Proliferation,United States,"Under U.S.-Russia Partnership, Final Shipment of Fuel Converted From 20,000 Russian Nuclear Warheads Arrives in United States and Will Be Used for U.S. Electricity","The United States and Russia are today commemorating the completion of the 1993 U.S.-Russia HEU Purchase Agreement, commonly known as the Megatons to Megawatts Program, with this week's off-loading of the final shipment of low enriched uranium (LEU) from Russia at the Port of Baltimore in Maryland. The shipment was the last of the LEU converted from more than 500 metric tons of weapons-origin highly enriched uranium (HEU) downblended from roughly 20,000 dismantled Russian nuclear warheads.  The LEU fuel is being used to power U.S. nuclear reactors, supplying nearly ten percent of all U.S. electricity over the past fifteen years.",39.290385,-76.612189,"Baltimore, MD, United States"
NNPTSigned_2014_Key,,Securing Peace,Nuclear Non-Proliferation,Argentina,Argentina Works to Protect Ports,"The National Nuclear Security Administration (NNSA) and the Government of Argentina recently completed the transition of full responsibility for the radiation detection systems located at the ports of Buenos Aires and Dock Sud. This transition reflects the strong commitment of Argentinaﾒs government to deter, detect, and interdict illicit or smuggled nuclear and other radioactive materials in cargo containers shipped through the ports. Argentinaﾒs AFIP International Affairs and Customs Divisions worked with NNSAﾒs Second Line of Defense (SLD) program to implement and operate a tailored detection system designed to scan nearly 99 percent of cargo containers for dangerous nuclear and radiological materials at its seaports. To date, SLD has equipped more than 500 sites in more than 50 countries with radiation detection equipment; partner countries have now taken full responsibility for operating 374 of the sites.",-38.416097,-63.616672,
NNPTSigned_2014_Key,,Securing Peace,Nuclear Non-Proliferation,Czech Republic,First Responders Training in the Czech Republic,"In 2014, The National Nuclear Security Administration (NNSA) conducted an International Radiological Assistance Program Training for Emergency Response (I-RAPTER) course at the North Atlantic Treaty Organization (NATO) Defense Centre of Excellence in Vyskov, Czech Republic. Fifteen students from seven countries including Afghanistan, Belgium, Bulgaria, Germany, Italy, Netherlands and Poland were taught procedures for first responders and others in detecting and responding to emergencies involving nuclear and radiological material. They received classroom instruction on radiation concepts, radiation detection, and response/recovery while the field exercises were designed to provide hands-on training using radiation detection technology to identify the radioactive material.",49.817492,15.472962,
NNPTSigned_2014_Key,,Securing Peace,Nuclear Non-Proliferation,Djibouti,Government of Djibouti Takes Control of Port Montering Devices,"The National Nuclear Security Administration (NNSA) recently celebrated the transition of full responsibility to the government of Djibouti for the radiation detection system located at the Doraleh Container Terminal at the Port of Djibouti. Djiboutiﾒs National Security Service worked with NNSA to implement and operate a specialized system designed to scan cargo containers for dangerous nuclear and radiological materials at its seaport. The Coast Guard of the Republic of Djibouti has operated and maintained the system since 2011. SLD facilitated Djiboutiﾒs transition to full responsibility for the systemﾒs sustainability through operations and maintenance training, and ﾓtrain-the-trainerﾔ activities. This agreement is an important part of NNSAﾒs growing nuclear security cooperation on the African continent. NNSA is expanding its collaboration with a number of African countries to advance shared nuclear nonproliferation, safety, and security goals, in areas such as nuclear security, border and port security, radioactive waste, and environmental management.",11.825138,42.590275,
NNPTSigned_2014_Key,,Securing Peace,Nuclear Non-Proliferation,Armenia,Armenian Officals Train with American Instructors,The National Nuclear Security Administration (NNSA) recently conducted an International Consequence Management (I-CM) training course in Armenia. Forty participants from 18 ministries and various organizations were provided information on how to set up a monitoring and assessment program following a nuclear/radiological incident or event. Participants also received hands-on equipment training for monitoring as well as instruction in data collection and analysis.,40.069099,45.038189,
NNPTSigned_2014_Key,,Securing Peace,Nuclear Non-Proliferation,Japan,Japan Pledges to Remove all HEU,"At the March 2014 Nuclear Security Summit in The Hague, the Netherlands, Japanese Prime Minister Abe and U.S. President Obama pledged to remove and dispose of all highly-enriched uranium (HEU) and separated plutonium from the Fast Critical Assembly (FCA) at the Japan Atomic Energy Agency (JAEA). This involves the elimination of hundreds of kilograms of nuclear material, furthering a mutual goal of minimizing stocks of HEU and separated plutonium worldwide to help prevent unauthorized actors, criminals, or terrorists from acquiring such materials.  The material, will be securely transported to the United States and sent to a secure facility for conversion to less potent forms.  The plutonium will be prepared for final disposition; the HEU will be downblended to low enriched uranium (LEU) for civilian use. This pledge complements the significant role that both Japan and the United States are playing to improve global nuclear security.",36.204824,138.252924,
NNPTSigned_2014_Key,,Securing Peace,Nuclear Non-Proliferation,Thailand,Government of Thailand Takes Control of Port Montering Devices,"The U.S. Embassy in Thailand, the National Nuclear Security Administration (NNSA) and various Thai Government agencies held a transition ceremony in March 2014 to celebrate the official transfer of responsibility for the radiation detection system installed at Laem Chabang Port to Thailand.  After five years of NNSA sustainability assistance, Thailand now has full responsibility for the maintenance of the detection equipment and for training the operators. Since 2005, NNSAﾒs Second Line Defense (SLD) Program has been strengthening the Kingdom of Thailandﾒs capability to deter, detect, and interdict illicit trafficking in nuclear and other radioactive materials as well as raising awareness of the potential danger of nuclear and other radioactive materials outside of regulatory control. Additionally, NNSAﾒs Global Threat Reduction Initiative has cooperated with Thailandﾒs Office of Atoms for Peace since 2010 to improve the physical security of more than 10 medical, research, and commercial/industrial buildings utilizing high activity radioactive materials.",15.870032,100.992541,
UNHCRRefugeeAssistance-2014-Key,,Refugee Assistance,Saving Lives,Central African Republic,Support for the Crisis in CAR,"In late June 2014, the United States announced nearly $51 million in additional humanitarian aid to provide clean water, food, emergency health services and relief supplies to those most affected by the ongoing conflict in the Central African Republic (CAR). It will support programs dedicated to children including reuniting lost children with their families and providing spaces for education and play and provide nutritional supplements and special fortified food items for pregnant women and children. With 1.7 million people at risk of severe food insecurity, this assistance will also provide seeds, tools, and agricultural training to help farmers in CAR restart their livelihoods. This new assistance brings the total U.S. humanitarian funding for the crisis to nearly $118 million in 2014, offering aid to people suffering inside CAR as well as refugees in the neighboring countries.",6.611111,20.939444,
UNHCRRefugeeAssistance-2014-Key,,Refugee Assistance,Saving Lives,Syria,Feeding Syria,"In June 2014, the United States announced that it would provide more than $290 million in added U.S. humanitarian assistance to refugees and others affected by the war in Syria, bringing U.S. aid to $2 billion.
By the numbers:
$2 billion: Total U.S. humanitarian assistance to Syria
4.7 million: People helped inside Syria
2.8 million: Refugees helped in the region
$135 million: New funding for the World Food Program
$121 million: New funding to be used for lifesaving water, food, and medicine
$51 million: New funding to be used in Lebanon
$35 million: New funding to be used in Jordan",34.802075,38.996815,
UNHCRRefugeeAssistance-2014-Key,,Refugee Assistance,Saving Lives,South Sudan,Increase Assistance in South Sudan,"The United States is providing nearly $83 million in additional humanitarian assistance to the people of South Sudan who have been internally displaced persons or who have fled the recent violence to neighboring countries, raising total U.S. aid to more than $400 million in fiscal years 2013 and 2014. U.S.-funded aid agencies will provide an additional 13,500 tons of essential food aid and support the distribution of critical relief supplies and services in agriculture and livelihoods, health, and nutrition for more than 708,000 people. The funding will bolster emergency health services, as well as medical and psychosocial support for survivors of gender-based violence and training for local health care providers and provide safe drinking water, latrines, and training on safe hygiene practices to prevent the spread of disease.",7.963092,30.15893,
UNHCRRefugeeAssistance-2014-Key,,Refugee Assistance,Saving Lives,South Sudan,Tons of Humanitarian Supplies,"In early February 2014, USAIDﾒs Office of Foreign Disaster Assistance airlifted 67 tons of life-saving relief supplies from Nairobi, Kenya to Juba, South Sudan. The tons of supplies included heavy-duty plastic sheeting to be used for emergency shelter for 10,000 families. To prevent the spread of disease and help save vulnerable lives, the shipment also included hygiene kits for 4,500 families. From Juba, USAIDﾒs on-the-ground partner, World Vision International, will distribute these supplies to the towns they have deemed to be most in need. These supplies come alongside the more than $410 million the U.S. Government has provided for refugee relief over the past two years.",4.85,31.6,"Juba, South Sudan"
UNHCRRefugeeAssistance-2014-Key,,Refugee Assistance,Saving Lives,Switzerland,United Nations High Commission on Human Rights,"For 2014, the U.S. donated an initial $226 million to the United Nations High Commissioner for Refugees for its worldwide programs for local integration and resettlement and to provide water, food, shelter, and education. These funds do not include the $104.7 million contribution for Syrian Humanitarian assistance pledged in January 2014.
The division of funds is:
Africa: $119.7 million
Middle East: $31.1 million
Asian and Pacific: $46.5 million
Operational Reserve including Emergency Response: $4.5 million
Global Operations: $6.2 million
Headquarters: $4.0 million
Europe: $6.2 million
Western Hemisphere: $3.8 million",46.818188,8.227512,
HighlyEnrichedUranium-2014_Key,,Securing Peace,Nuclear Non-Proliferation,Taiwan,National Nuclear Security Administration helps train Taiwanese First Responders,"In December 2013, the Department of Energyﾒs National Nuclear Security Administration helped to train Taiwanese first responders to be able to respond in case of a radiological emergency. This session focused on advanced techniques and hands-on training in monitoring radioactivity. To supplement this, methods of data collection and analysis were also taught. ﾓThe training is part of NNSAﾒs continued commitment in assisting the international community to be prepared for a nuclear or radiological emergency,"" said NNSA Associate Administrator for Emergency Operations Joseph Krol.",23.69781,120.960515,
HighlyEnrichedUranium-2014_Key,,Securing Peace,Nuclear Non-Proliferation,Iraq,National Nuclear Security Administration helps train Iraqi First Responders,"To improve their emergency response tactics and learn how to act in a time of crisis, 15 Iraqi first responders were trained on how to handle hazardous material during any sort of radiological incident that could occur. The course, led and managed by the Department of Energyﾒs National Nuclear Security Administration, focused on border radiation monitoring, alarm systems, handling suspicious cargo, and treatment of the source of radiation. This session, held in December 2013, was a follow up course to a previous emergency response course held in March 2013 in Amman, Jordan for Jordanian and Iraqi first responders.",33.223191,43.679291,
HighlyEnrichedUranium-2014_Key,,Securing Peace,Nuclear Non-Proliferation,Tajikistan,National Nuclear Security Administration Works With Tajikistanﾒs Nuclear and Radiation Safety Agency,"In order to better combat the smuggling of nuclear and other radiological materials and the danger that they could bring, the National Nuclear Security Administration (NNSA) and Tajikistanﾒs Nuclear and Radiation Safety Agency agreed to strengthen their cooperative efforts to interdict these illegal activities. ﾓThis agreement represents the shared commitment of both the United States and Tajikistan to combat nuclear smuggling,ﾔ said NNSA Deputy Administrator for Defense Nuclear Nonproliferation Anne Harrington. Under the agreement, NNSA works collaboratively with the Tajik government to provide radiation detecting equipment for their border control, as well as training to ensure the effective use of this new technology.",38.861034,71.276093,
HighlyEnrichedUranium-2014_Key,,Securing Peace,Nuclear Non-Proliferation,Peru,National Nuclear Security Administration Works With Peru to Prevent Nuclear Smuggling,"The National Nuclear Security Administration (NNSA) and Peruﾒs Ministry of Foreign Affairs signed an agreement in August 2013 to begin a cooperative effort to deter, detect and interdict the illicit smuggling of special nuclear and other radiological materials. ﾓThe signing of this agreement with Peru represents our shared commitment to important global nonproliferation efforts that will help to keep dangerous nuclear materials out of the hands of terrorists, smugglers and proliferators,ﾔ said Ernest Moniz, the U.S. Secretary of Energy. This agreement allows the U.S. to work with the Peruvians to install a radiation detection system at the high-priority Port of Callo. This equipment will scan cargo containers for dangerous nuclear and radiological materials. The U.S. officials will also provide training and materials for sustainability and maintenance.",-9.189967,-75.015152,
HighlyEnrichedUranium-2014_Key,,Securing Peace,Nuclear Non-Proliferation,China,National Nuclear Security Administration Works With China to Prevent Nuclear Smuggling,"The National Nuclear Security Administration (NNSA) signed an agreement with the Peopleﾒs Republic of Chinaﾒs General Administration of China Customs to renew cooperative efforts to deter, detect and interdict the illicit smuggling of special nuclear and other radiological materials. ﾓChina plays a key role securing both regional and international maritime shipping,ﾔ said U.S. Secretary of Energy, Ernest Moniz. ﾓOur continued cooperation will be a critical step forward in enhancing security in the region and the global maritime network.ﾔ NNSA will work with Chinese customs to enhance radiation detection systems in high-priority ports. The agreement also allows for more advanced training and monitoring.",35.86166,104.195397,
HighlyEnrichedUranium-2014_Key,,Securing Peace,Nuclear Non-Proliferation,South Korea,National Nuclear Security Administration Work With the Republic of Koreaﾒs Ministry of Science,"The National Nuclear Security Administration (NNSA) today signed an agreement with the Republic of Koreaﾒs Ministry of Science to continue cooperation on low enriched uranium (LEU) fuel development. This agreement promotes the transition of research nuclear reactors from highly enriched uranium (HEU) with the ability to be used as a weapon into the non-weapons usable LEU. In 2012, Belgium, France, the Republic of Korea, and the U.S. issued a statement supporting this conversion. Since then, the Republic of Korea has developed an LEU powder that is used in the new type of fuel and has provided samples at no cost for testing. Other areas of collaboration between NNSA and the Republic of Korea include scanning containerized cargo at the port of Busan to detect and interdict illicit transfers of special nuclear and other radiological materials and joint safeguards and security training with Koreaﾒs new Center of Excellence.",35.907757,127.766922,
HighlyEnrichedUranium-2014_Key,,Securing Peace,Nuclear Non-Proliferation,Mexico,National Nuclear Security Administration Work With Mexico to Recovered HEU,"The National Nuclear Security Administration (NNSA) announced in November 2013 that it recovered high-activity radioactive materials from an oncology clinic in Ciudad Juarez, Mexico. NNSA and the Mexican authorities worked jointly to remove the U.S.-origin cobalt-60 radioactive source and packed it in a special transportation cask for final disposition in the U.S.  NNSA has previously cooperated with Mexico to upgrade the security at 97 buildings that house radioactive sources, convert the research reactor in Mexico from highly enriched uranium (HEU) to low enriched uranium (LEU), and remove all remaining HEU from the country.",23.634501,-102.552784,
USAID-GenderWomen_2014_Key,,Respecting Rights,Womenﾒs Rights,Syria,Roshika Deo,"When she was a little girl, Roshika Deoﾒs father used to take her to the squatter settlements to make her see social and economic inequality with her own eyes, and teach her the importance of giving back. As an adult, she has been a vocal advocate for Fijiﾒs return to democracy and especially for the participation of women and young people in the democratization process. As one of the first in the country to announce her intention to stand in Fijiﾒs 2014 elections, the first since a military coup in 2006, she faced intense criticism, constant threats of rape and violence, and financial difficulties.  But Roshika and her Be the Change political campaign have inspired a new generation of Fijian women and youth to believe in democracy and the power of civic participation. Roshika has also been one of Fijiﾒs most outspoken critics of violence and discrimination against women and girls, and has publicly stood up for greater government accountability.",34.802075,38.996815,
USAID-GenderWomen_2014_Key,,Respecting Rights,Womenﾒs Rights,Ukraine,Ruslana Lyzhychko,"Ruslana Lyzhychko became a star after winning the renowned Eurovision song contest in 2003. But she became an International Woman of Courage for her commitment to the EuroMaidan community. When peaceful protests began in Ukraine after an unpopular political decision by the President, Ruslana joined these demonstrations and every night, in the face of impending police attacks and death threats, she performed the Ukrainian national anthem to reinforce the promise of a diverse and unified Ukraine. One night, while she was performing, rumors of an impending security sweep by the Ukrainian riot police began to spread, sending panic through the crowd. She urged protesters to retain their calmness and composure and, when the government forces arrived to the scene, she reminded them over and over again to respect human rights and refrain from violence. Her rallying cries steadied the nerves of the protestors and gave them the courage to withstand more than 2,000 riot police. The crowd cheered as the police eventually retreated from a standoff that was intense but ultimately peaceful, a display of unity and determination led by Ruslana.",48.379433,31.16558,
USAID-GenderWomen_2014_Key,,Respecting Rights,Womenﾒs Rights,Mali,Fatimata Toure,"During the terrorist occupation of northern Mali, Fatimata Toure channeled her 22 years of experience advocating for womenﾒs health rights to fight tirelessly against the rampant gender-based violence her community experienced. When extremists attacked a hospital in Gao, she was on site assisting victims in relocating and getting them to safety and medical attention. As the conflict continued, Fatimata provided counseling and shelter for victims of rape and forced marriage. Extremists threatened her daily, ransacked her office, and robbed her at gunpoint. But even as her own home was under assault, Fatimata hid beneath her bed, took out her mobile phone, and continued documenting acts of violence against women. As the current head of the Regional Forum on Reconciliation and Peace in Gao and director of an NGO, she continues advocating for justice and womenﾒs rights still today. She has dedicated her life to ensuring that not only do victims receive the care they need, but also that the abuse they suffer is not forgotten or ignored.",17.570692,-3.996166,
USAID-GenderWomen_2014_Key,,Respecting Rights,Womenﾒs Rights,Afghanistan,Nasrun Oryakhil,"Dr. Nasrin Oryakhil watched as the Taliban took control of Afghanistan. Against all warnings, she continued to work as an OB/GYN because of her deep belief in the need for womenﾒs access to maternal health services. She provided emergency obstetric care to women and even founded the first center for obstetric fistula repair in Afghanistan. Despite repeated Taliban attacks on her clinic and beatings, demanding she stop working and start praying, she continued to perform surgeries even as she prayed that God would bring change to her country. One night, after the Taliban assaulted her, Dr. Nasrin went on to perform 17 surgeries. Her indisputable strength has increased the recognition for women in medical professions in Afghanistan, and today, Dr. Nasrin continues to set a strong example for Afghan women as president of the Afghan Family Health Association.",33.93911,67.709953,
USAID-GenderWomen_2014_Key,,Respecting Rights,Womenﾒs Rights,Saudi Arabia,Maha Abdulla Al Muneef,"Dr. Maha Abdulla Al Muneef, has worked tirelessly to spread awareness about domestic violence and victims of child abuse. She is the executive director of the National Family Safety Program, or NFSP, which she founded in 2005 to combat domestic violence and child abuse in Saudi Arabia. Hers is the first organization in Saudi Arabia to address these issues. And under Dr. Al Muneefﾒs leadership, the NFSP has developed advocacy programs, reported on domestic violence and child abuse statistics in Saudi Arabia, and provided services for victims of abuse. Their hard work was rewarded in August 2013 when, after a multiyear effort, the Council of Ministers adopted landmark legislation to address these issues. Dr. Al Muneef and the NFSP played an instrumental role in drafting and advising on the Protection from Abuse law, which defines and criminalizes domestic violence for the first time in Saudi Arabia.",23.885942,45.079162,
USAID-GenderWomen_2014_Key,,Respecting Rights,Womenﾒs Rights,India,Laxmi,"When Laxmi was 16, her friendﾒs brother pursued her romantically. When she refused his advances, he threw acid in her face, inflicting horrible pain and scarring her for life. Acid attacks are committed almost exclusively on women, particularly on young women and are more common than you might realize, in part because itﾒs such an easy weapon to get your hands on. Until recently, anyone could walk into a store and buy a liter of acid as cheaply and as easily as a bottle of window cleaner. But after her attack, Laxmi became a tireless campaigner against acid attacks. Thanks to her hard work and tremendous diligence, Laxmi was successful in petitioning the supreme court to order the Indian Government to regulate the sale of acid and to make prosecutions of acid attacks easier to pursue. And she continues to push for progress still today.",20.593684,78.96288,
USAID-GenderWomen_2014_Key,,Respecting Rights,Womenﾒs Rights,Georgia,Bishop Rusudan Gotsiridze,"Bishop Gotsiridze is a minority of a minority: a woman working in a predominantly male religious field and a religious minority operating in a society dominated by another faith. But that doesnﾒt stop her from bravely advocating for gender equality and for the equal protection of all Georgiaﾒs minorities. She takes every opportunity she can to contribute to gender equality, anti-gender-based violence, and other womenﾒs initiatives. With the help of her church, she has spearheaded a number of efforts to promote tolerance and equality in Georgia. This includes the establishment of interfaith dialogues aimed at protecting the freedom of religious expression in Georgia, especially for the Muslim community.",41.716667,44.783333,
USAID-GenderWomen_2014_Key,,Respecting Rights,Womenﾒs Rights,Tajikistan,Oinikhol Bobonazarova,"Since the Tajik Civil War ended in 1997, Oinikhol Bobonazarova has worked tirelessly to draw attention to womenﾒs rights, torture and detention centers, and the plight of Tajik migrant laborers. In September 2013, Ms. Bobonazarova became the first-ever female candidate for president of Tajikistan when the only Islamic political party in central Asia nominated her as its standard bearer. Despite an unsuccessful bid, her nomination shattered one of the highest of glass ceilings and set an important precedent for women in politics. In the time since, she has continued to speak out against torture and has been instrumental in working to establish the first independent prison-monitoring program since prisons were closed to outside access in 2004.",38.861034,71.276093,
USAID-GenderWomen_2014_Key,,Respecting Rights,Womenﾒs Rights,Zimbabwe,Beatrice Mtetwa,"For more than 20 years, Beatrice Mtetwa has fought injustice, defended press freedom, and upheld the rule of law. Beatrice has been harassed, assaulted, and arrested, but she remains a steadfast advocate for human rights, womenﾒs equality and advancement, and social justice. She accepted difficult cases that other lawyers have declined for fear of political reprisal. In fact, she has defended two previous International Women of Courage awardees. She has also represented politicians, civil society activists, and local and international journalists, including British and American correspondents arrested while covering Zimbabweﾒs 2008 election.",-19.015438,29.154857,
FreedomOfThePress-2014_Key,,Accessing Information,Respecting Rights->Press Freedoms,Burma,Building New Media Laws in Burma,"Mr. Thiha Saw sits at a table in the Washington Post boardroom, listening attentively about the role of the newspaper as part of the free and independent press in the United States. As Editor in Chief of Burmese news outlet, Open News, this is another sign of Burma's rapid transformation. Mr. Saw is one of four Burmese journalists and government officials on a Bureau of Educational and Cultural Affairs (ECA) sponsored program designed to provide U.S. support towards fostering a vibrant media culture in Burma. While in the United States, the Burmese delegation learned from the U.S. Department of Justice about best practices for creating a new media law and participated in a dialogue with their U.S. counterparts at Hearst News Bureau, the Washington Post, NPR, CBS, the New York Times, and Columbia University School of Journalism. By hearing about U.S. journalistic practices, and creating new professional networks with fellow media professionals, they gained deeper understanding of journalism in the United States and the role of a free and independent media in a democracy. By contributing to the formation of a new media law, these Burmese journalists are strengthening the backbone of a democracy: a free and independent media.",21.913965,95.956223,
FreedomOfThePress-2014_Key,,Accessing Information,Respecting Rights->Press Freedoms,United States,State in 60 Seconds: Press Freedom,"Every year, people observe World Press Freedom Day on May 3.  This year, 2013 marked the 20th anniversary of the day's commemoration, which represents both an occasion to celebrate the right to freedom of expression and an opportunity to recognize the challenges many journalists face as they report the news.",38.907192,-77.036871,"Washington, DC, United States"
FreedomOfThePress-2014_Key,,Accessing Information,Respecting Rights->Press Freedoms,Pakistan,Pakistani Journalists Learn about American New Media,"Journalist Ramma Shahid works on Pakistanﾒs most popular morning show to educate, inform, and entertain women throughout her country. Nominated for the Edward R. Murrow Program, Ramma joined some 100 journalists from around the world to explore the meaning and protections of free speech under the First Amendment, principally with journalists and  professors and students at Syracuse University in New York. ﾓThey showed us how America was built on the pillar of the First Amendment and how individual freedom is valued in the United States,ﾔ Ramma said. ﾓAs Abraham Lincoln rightly said, the United States is truly an example of a ﾑgovernment of the people, by the people, for the people.ﾒﾔ",30.375321,69.345116,
FreedomOfThePress-2014_Key,,Accessing Information,Respecting Rights->Press Freedoms,South Africa,State Departmentﾒs Africa Media Hub,"The Africa Hub hosts regional training sessions to provide journalists with the skills they need to succeed in incredibly demanding environments. In recent programs, journalists from around the continent have joined U.S. policymakers via the Hub to discuss a broad array of topics such as trade, investment, security, health, food security, humanitarian aid, and press freedom. The Hub partnered with U.S. Mission South Africa to bring 21 journalists to Johannesburg to participate in a conference on investigative journalism conference aimed at improving the quality of reporting, analysi,s and opinion-writing. The participants also had the opportunity to meet and engage with prominent media professionals, tour media houses in South Africa, and ask questions at a press conference.",-30.559482,22.937506,
FreedomOfThePress-2014_Key,,Accessing Information,Respecting Rights->Press Freedoms,Japan,State Departmentﾒs East Asia and Pacific Media Hub,"The East Asia and Pacific (EAP) Media Hub is part of the U.S. Department of State's Bureau of Public Affairs, providing authoritative and fast information on U.S. foreign policy to media and audiences throughout the East Asia and Pacific region using both traditional broadcast tools and social media platforms. Based in Tokyo, the Hub specializes in multilateral and regional topics as well as issues that reach beyond the Asia-Pacific region.",35.689487,139.691706,"Tokyo, Japan"
FreedomOfThePress-2014_Key,,Accessing Information,Respecting Rights->Press Freedoms,United States,State Departmentﾒs Media Hub of the Americas,"The Media Hub of the Americas engages major Spanish language and Latin American media outlets to communicate U.S. policy to audiences throughout the region. Based in Miami, Florida, the hub is part of the Department of Stateﾒs Bureau of Public Affairs.",25.789097,-80.204044,"Miami, Florida, United States"
FreedomOfThePress-2014_Key,,Accessing Information,Respecting Rights->Press Freedoms,United Kingdoms,State Departmentﾒs London Regional Media Hub,"The London Regional Media Hub leads the engagement of the U.S. State Departmentﾒs Bureau of Public Affairs with the pan-Arab, Iranian and South Asian media based in the U.K. Located at the U.S. Embassy in London, U.K, we take advantage of Londonﾒs position as a global center for international media to arrange interviews for Arab, Iranian, and South Asian journalists with U.S. officials visiting or transiting the U.K. We also arrange for U.K.-based foreign journalists to interview State Department officials remotely using web-based platforms. The Hub Director serves as an Arabic-language spokesperson for the State Department, giving regular interviews in Arabic on radio and television. The London Hub also partners with local organizations to organize occasional programs and events for foreign journalists resident in the U.K.",51.507351,-0.127758,"London, United Kingdoms"
FreedomOfThePress-2014_Key,,Accessing Information,Respecting Rights->Press Freedoms,UAE,State Departmentﾒs Dubai Regional Media Hub,The Dubai Regional Media Hub leads the U.S. State Departmentﾒs efforts to build relations with media outlets throughout the Arab world through interviews and social media. We regularly give broadcast and radio interviews to Arabic outlets across the region. We also facilitate media engagements with Arab outlets by senior USG officials and organize training programs for U.S. Department of State employees and regional Arab journalists.,25.2,55.3,"Dubai, UAE"
FreedomOfThePress-2014_Key,,Accessing Information,Respecting Rights->Press Freedoms,Belgium,State Departmentﾒs European Media Hub,"The U.S.-European Media Hub is part of the U.S. Department of Stateﾒs Bureau of Public Affairs and works to connect U.S. policy makers and experts with European media. The Hub also uses video technology to communicate information on U.S. foreign policy to Europeans through social and broadcast media. As part of the U.S. Department of Stateﾒs Office of International Media Engagement, the Hub works closely with the Public Affairs offices of U.S. Embassies throughout Europe.",50.85034,4.35171,"Brussels, Belgium"
OESHubs-2014_Key,,Promoting Prosperity,Technology and Science Promotion,Cambodia,Promotion1,"In February 2012, Embassy Phnom Penh launched a national public outreach campaign to increase awareness of the dangers of counterfeit and substandard medications. With cooperation from the Cambodian Ministry of Health, this poster, which was selected from over 2,000 entries submitted in an online contest targeted at youth, will be displayed in pharmacies, clinics and hospitals all over Cambodia.",12.565679,104.990963,
OESHubs-2014_Key,,Promoting Prosperity,Technology and Science Promotion,Macedonia,Promotion2,"To educate citizens of Macedonia about the dangers of counterfeit goods, the U.S. Embassy worked with the American Chamber of Commerce (AmCham) and the Government of Macedonia on a mobile IPR caravan that displayed counterfeit and legitimate cosmetics, food, and medicine in the central squares of five of the largest cities in Macedonia. Embassy, AmCham, and government officials staffing the caravan asked quiz show style questions and awarded prizes to interested participants. Concurrently, the government conducted a series of 40 police raids on markets, DVD shops, and dental offices where officials suspected copyright violations. Officials seized counterfeit goods, imposed 50,000 euros in fines, and filed 24 charges against infringers. The Embassy noted that Macedonian customs officials have also stopped a significant number of counterfeit items from entering the countryﾒs markets, notably fake Gillette and Nike products.",41.608635,21.745275,
OESHubs-2014_Key,,Promoting Prosperity,Technology and Science Promotion,Thailand,Promotion3,"To headline the celebration of ﾓScience and Tech Monthﾔ in August, the U.S. Embassy organized a 1,100 square foot exhibit at Thailandﾒs National Science Fair Expo showcasing high tech products from five American companies. The exhibit gave visitors the opportunity for hands-on experience with cutting-edge technologies from top American companies in the region. Visitors They also watched anti-piracy advertisements featuring famous Thai performing artists, a campaign developed by Embassy Bangkok in 2012. The 16-day Science Fair drew more than 1.1 million visitors, most of whom were primary and secondary school groups bused in from around Thailand. The Embassy covered the event on its social media platforms, generating more than 10,000 ﾓlikesﾔ on exhibit-themed Facebook posts over the month of August.",15.870032,100.992541,
OESHubs-2014_Key,,Promoting Prosperity,Technology and Science Promotion,Nigeria,Promotion4,"Consulate General Lagos launched a two-pronged campaign to raise awareness of the dangers of counterfeit anti-malaria medication in Nigeria July 19. This included a series of public service announcements highlighting the dangers of purchasing fake medication from street side hawkers or informal market vendors, and recorded by popular Nollywood personalities. The PSAs will be broadcast on major national radio stations for six months, reaching millions of Nigerian listeners. The second part of the campaign involved a student poster competition to raise awareness among high school students in Lagos, with the winning poster printed and distributed for display in pharmacies throughout the country. The campaign was developed in partnership with the Anti-Counterfeiting Collaboration of Nigeria, a coalition of multinational brand owners and government enforcement agencies, and supported by the National Agency for Food and Drug Administration and Control.",9.081999,8.675277,
